crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Maize,Sandy Soil,Maturation,38.0,17.0,87.9,1
Wheat,Sandy Soil,Harvest,50.0,42.0,29.0,1
Potato,Loam Soil,Seedling Stage,68.0,32.0,59.0,1
Onion,Red Soil,Seedling Stage,53.0,16.0,89.3,0
Rice,Clay Soil,Flowering,78.0,30.0,78.7,0
Potato,Clay Soil,Flowering,71.0,31.0,62.0,0
Onion,Red Soil,Pollination,18.0,33.0,53.6,2
Maize,Clay Soil,Germination,2.0,40.0,42.3,2
Wheat,Alluvial Soil,Flowering,50.0,23.0,81.0,0
Potato,Clay Soil,Pollination,43.0,37.0,44.0,2
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,94.0,33.0,53.3,0
Wheat,Loamy Soil,Vegetative Growth / Root or Tuber Development,26.94,21.12,79.07,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,89.0,31.0,60.0,0
Groundnut,Loam Soil,Germination,7.0,43.0,24.7,2
Onion,Peaty Soil,Vegetative Growth / Root or Tuber Development,38.47,20.2,84.33,2
Groundnut,Loam Soil,Vegetative Growth / Root or Tuber Development,40.0,21.0,77.1,1
Cotton,Laterite Soil,Vegetative Growth / Root or Tuber Development,92.51,32.68,54.31,1
Tomato,Red Soil,Flowering,60.0,17.0,87.0,0
Rice,Loam Soil,Flowering,34.0,16.0,92.3,1
Carrot,Loamy Soil,Flowering,22.79,38.1,36.94,1
Potato,Laterite Soil,Germination,27.11,22.55,77.61,0
Potato,Black Soil,Flowering,56.42,44.64,27.69,1
Onion,Red Soil,Seedling Stage,29.0,31.0,72.2,2
Potato,Loamy Soil,Seedling Stage,51.98,18.37,91.01,0
Maize,Sandy Soil,Vegetative Growth / Root or Tuber Development,90.0,32.0,67.4,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,85.0,25.0,80.0,0
Cabbage,Black Soil,Flowering,71.89,36.72,51.59,0
Wheat,Black Soil,Flowering,92.0,42.0,29.0,0
Maize,Black Soil,Fruit/Grain/Bulb Formation,7.0,45.0,22.8,2
Potato,Laterite Soil,Flowering,5.0,14.39,84.41,0
Wheat,Red Soil,Flowering,67.0,41.0,32.0,2
Wheat,Laterite Soil,Seedling Stage,5.0,35.72,38.48,1
Tomato,Red Soil,Flowering,7.0,23.0,81.0,0
Tomato,Red Soil,Flowering,37.0,17.0,87.0,0
Chilli,Loamy Soil,Flowering,65.5,16.01,93.1,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,6.0,28.0,69.0,1
Cotton,Black Soil,Seedling Stage,27.4,40.75,38.56,2
Wheat,Black Soil,Germination,73.62,35.54,59.56,0
Tomato,Clay Soil,Flowering,33.0,22.0,82.0,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,10.0,30.0,67.5,1
Wheat,Sandy Soil,Germination,19.0,18.0,86.0,0
Wheat,Silty Soil,Pollination,98.86,29.22,66.21,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,16.0,30.0,65.0,1
Wheat,Laterite Soil,Flowering,13.82,15.58,89.13,1
Tomato,Clay Soil,Flowering,92.0,36.0,47.0,0
Brinjal,Clay Soil,Pollination,34.0,25.0,82.8,1
Rice,Loam Soil,Pollination,75.0,45.0,41.5,0
Onion,Loam Soil,Germination,41.0,20.0,89.2,0
Cotton,Peaty Soil,Vegetative Growth / Root or Tuber Development,49.65,39.51,63.54,2
Rice,Clay Soil,Vegetative Growth / Root or Tuber Development,64.0,26.0,86.0,0
Onion,Loamy Soil,Flowering,60.88,30.33,43.06,1
Onion,Loamy Soil,Flowering,47.47,18.28,88.53,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,96.0,38.0,39.0,0
Cotton,Silty Soil,Seedling Stage,34.34,19.18,93.37,2
Onion,Laterite Soil,Seedling Stage,38.56,15.32,85.97,0
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,64.0,28.0,71.0,2
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,73.0,33.0,56.0,2
Tomato,Laterite Soil,Vegetative Growth / Root or Tuber Development,33.45,42.04,28.17,1
Brinjal,Loam Soil,Flowering,16.0,36.0,48.4,2
Groundnut,Laterite Soil,Pollination,22.12,38.44,44.73,2
Cabbage,Clay Soil,Flowering,45.0,37.0,39.6,2
Tomato,Loamy Soil,Germination,54.28,35.23,54.47,1
Onion,Loam Soil,Germination,66.0,27.0,79.0,0
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,58.0,21.0,83.0,0
Chilli,Silty Soil,Germination,27.54,17.67,86.2,0
Cabbage,Black Soil,Vegetative Growth / Root or Tuber Development,60.43,18.25,85.99,0
Wheat,Clay Soil,Maturation,37.0,18.0,86.0,0
Chilli,Chalky Soil,Seedling Stage,32.0,46.0,17.0,1
Wheat,Laterite Soil,Pollination,53.39,21.15,78.84,0
Chilli,Chalky Soil,Seedling Stage,55.0,25.0,80.0,1
Maize,Alluvial Soil,Pollination,59.0,34.0,51.0,1
Tomato,Loamy Soil,Germination,58.11,42.4,28.24,0
Wheat,Loamy Soil,Vegetative Growth / Root or Tuber Development,8.14,42.8,25.39,1
Potato,Clay Soil,Flowering,48.0,18.0,86.0,0
Tomato,Loamy Soil,Vegetative Growth / Root or Tuber Development,21.0,18.93,90.88,0
Brinjal,Peaty Soil,Flowering,47.36,21.19,85.64,1
Wheat,Laterite Soil,Harvest,86.32,37.55,39.61,0
Rice,Clay Soil,Vegetative Growth / Root or Tuber Development,99.0,44.0,23.8,0
Wheat,Peaty Soil,Flowering,22.03,17.91,88.12,0
Cabbage,Black Soil,Seedling Stage,16.54,14.47,90.33,1
Onion,Red Soil,Germination,16.0,22.0,83.4,1
Wheat,Laterite Soil,Fruit/Grain/Bulb Formation,72.87,37.27,40.51,0
Chilli,Loamy Soil,Vegetative Growth / Root or Tuber Development,26.74,17.24,92.53,0
Maize,Loamy Soil,Pollination,53.24,34.37,77.07,2
Maize,Black Soil,Vegetative Growth / Root or Tuber Development,1.0,26.0,82.1,1
Onion,Clay Soil,Germination,31.0,25.0,81.2,1
Maize,Loamy Soil,Flowering,30.9,39.57,51.52,2
Cabbage,Loam Soil,Pollination,70.0,26.0,63.7,0
Maize,Red Soil,Vegetative Growth / Root or Tuber Development,13.0,42.0,26.3,2
Groundnut,Loam Soil,Pollination,1.0,28.0,71.3,2
Maize,Alluvial Soil,Fruit/Grain/Bulb Formation,89.0,29.0,70.6,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,80.0,34.0,53.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,15.0,43.0,26.0,1
Chilli,Loamy Soil,Germination,5.6,19.7,88.78,1
Wheat,Sandy Soil,Maturation,98.0,34.0,53.0,0
Onion,Black Soil,Flowering,65.56,42.87,39.93,0
Cabbage,Silty Soil,Pollination,31.54,13.4,91.78,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,52.0,42.0,29.0,1
Carrot,Clay Soil,Seedling Stage,47.0,31.0,62.0,1
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,47.0,14.0,90.0,0
Carrot,Loamy Soil,Pollination,73.84,34.0,52.44,0
Rice,Laterite Soil,Germination,88.27,46.92,19.53,0
Rice,Silty Soil,Pollination,100.0,44.43,28.72,2
Wheat,Sandy Soil,Maturation,7.0,31.0,62.0,1
Maize,Sandy Soil,Vegetative Growth / Root or Tuber Development,52.0,31.0,63.4,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,85.0,27.0,72.0,0
Wheat,Black Soil,Maturation,14.16,25.16,77.77,0
Potato,Loam Soil,Flowering,45.0,21.0,83.0,0
Rice,Sandy Soil,Seedling Stage,97.0,39.0,44.9,0
Cabbage,Clay Soil,Germination,50.0,30.0,66.4,0
Wheat,Silty Soil,Harvest,87.57,47.12,28.98,0
Onion,Black Soil,Flowering,24.25,31.24,61.11,0
Wheat,Silty Soil,Harvest,11.11,12.7,92.55,0
Carrot,Peaty Soil,Flowering,33.07,22.62,83.03,0
Cabbage,Clay Soil,Flowering,59.0,26.0,67.6,0
Wheat,Clay Soil,Flowering,51.0,33.0,56.0,1
Chilli,Loamy Soil,Seedling Stage,20.09,30.57,59.28,1
Wheat,Sandy Soil,Pollination,61.0,17.0,87.0,0
Onion,Clay Soil,Vegetative Growth / Root or Tuber Development,44.0,25.0,71.9,0
Chilli,Sandy Soil,Flowering,10.0,20.0,84.0,0
Wheat,Peaty Soil,Seedling Stage,17.03,15.5,89.23,0
Wheat,Loamy Soil,Pollination,44.41,26.8,79.53,1
Carrot,Laterite Soil,Pollination,63.74,41.81,33.93,0
Cotton,Silty Soil,Germination,50.18,34.94,62.3,2
Wheat,Alluvial Soil,Harvest,55.0,23.0,81.0,0
Carrot,Loam Soil,Seedling Stage,31.0,35.0,50.0,1
Cabbage,Silty Soil,Germination,25.98,43.54,19.81,2
Cabbage,Loam Soil,Seedling Stage,72.0,15.0,81.9,0
Wheat,Laterite Soil,Flowering,46.75,36.79,36.27,1
Groundnut,Black Soil,Seedling Stage,8.51,46.19,32.75,2
Onion,Red Soil,Seedling Stage,99.0,43.0,28.0,1
Wheat,Laterite Soil,Harvest,23.57,32.18,64.07,2
Onion,Black Soil,Vegetative Growth / Root or Tuber Development,51.95,22.83,77.54,0
Rice,Loamy Soil,Flowering,90.07,23.12,89.8,0
Groundnut,Loamy Soil,Seedling Stage,61.31,26.95,76.11,0
Onion,Loamy Soil,Vegetative Growth / Root or Tuber Development,41.92,42.79,37.99,2
Onion,Red Soil,Flowering,77.0,32.0,50.9,1
Cabbage,Loamy Soil,Seedling Stage,65.53,35.66,57.85,1
Maize,Peaty Soil,Maturation,59.1,26.25,78.73,0
Carrot,Clay Soil,Seedling Stage,33.0,33.0,52.0,1
Rice,Clay Soil,Seedling Stage,17.0,35.0,60.5,1
Wheat,Laterite Soil,Maturation,44.7,39.41,34.07,2
Wheat,Black Soil,Maturation,60.0,13.0,91.0,0
Chilli,Sandy Soil,Seedling Stage,56.0,26.0,77.0,1
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,20.43,19.62,92.41,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,39.0,16.0,88.0,0
Rice,Peaty Soil,Vegetative Growth / Root or Tuber Development,56.61,30.7,74.35,0
Maize,Loamy Soil,Flowering,72.6,30.54,76.03,0
Tomato,Clay Soil,Germination,48.0,19.0,85.0,0
Rice,Peaty Soil,Germination,100.0,44.62,55.89,0
Onion,Silty Soil,Seedling Stage,19.71,14.09,100.0,1
Cabbage,Clay Soil,Vegetative Growth / Root or Tuber Development,26.0,37.0,44.7,2
Chilli,Peaty Soil,Germination,65.56,13.32,89.35,0
Onion,Red Soil,Flowering,64.0,20.0,79.0,0
Carrot,Clay Soil,Flowering,18.0,38.0,37.0,1
Rice,Clay Soil,Vegetative Growth / Root or Tuber Development,16.0,45.0,32.1,2
Potato,Peaty Soil,Flowering,73.34,36.88,48.14,2
Maize,Red Soil,Seedling Stage,15.0,18.0,94.9,2
Cabbage,Peaty Soil,Flowering,34.9,19.88,82.76,1
Chilli,Chalky Soil,Flowering,24.0,40.0,35.0,1
Onion,Clay Soil,Germination,75.0,36.0,39.7,1
Tomato,Loam Soil,Pollination,74.0,34.0,49.0,0
Carrot,Sandy Soil,Germination,45.0,16.0,88.0,0
Wheat,Laterite Soil,Maturation,59.21,23.02,79.52,0
Onion,Red Soil,Seedling Stage,94.0,28.0,60.6,0
Wheat,Clay Soil,Seedling Stage,18.0,19.0,85.0,0
Wheat,Loamy Soil,Fruit/Grain/Bulb Formation,47.32,21.27,87.7,0
Rice,Loamy Soil,Flowering,70.81,33.69,71.45,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,5.0,20.0,84.0,0
Maize,Red Soil,Flowering,1.0,43.0,42.2,2
Groundnut,Loam Soil,Seedling Stage,1.0,25.0,72.6,2
Chilli,Red Soil,Seedling Stage,84.0,32.0,61.1,0
Onion,Red Soil,Flowering,22.0,43.0,20.0,2
Brinjal,Peaty Soil,Germination,27.89,24.91,64.72,1
Potato,Clay Soil,Flowering,38.0,42.0,29.0,1
Brinjal,Peaty Soil,Vegetative Growth / Root or Tuber Development,87.53,41.74,32.99,1
Carrot,Laterite Soil,Pollination,79.43,27.81,67.82,0
Maize,Loamy Soil,Maturation,53.41,26.2,78.11,0
Cabbage,Sandy Soil,Seedling Stage,53.0,15.0,91.6,0
Cotton,Black Soil,Germination,7.0,32.0,50.7,2
Wheat,Peaty Soil,Fruit/Grain/Bulb Formation,55.8,41.0,33.59,1
Cotton,Black Soil,Flowering,5.86,38.76,32.67,2
Carrot,Sandy Soil,Flowering,94.0,34.0,49.0,0
Wheat,Clay Soil,Flowering,34.0,38.0,41.0,1
Wheat,Clay Soil,Maturation,38.0,34.0,53.0,1
Maize,Clay Soil,Flowering,12.0,26.0,76.6,1
Groundnut,Sandy Soil,Vegetative Growth / Root or Tuber Development,50.0,41.0,35.8,2
Potato,Loamy Soil,Vegetative Growth / Root or Tuber Development,86.67,42.03,35.57,0
Brinjal,Silty Soil,Pollination,5.0,20.69,91.69,2
Rice,Clay Soil,Seedling Stage,18.0,33.0,62.2,1
Wheat,Clay Soil,Pollination,14.0,30.0,65.0,1
Wheat,Black Soil,Seedling Stage,16.0,30.0,65.0,1
Onion,Laterite Soil,Seedling Stage,44.46,29.13,70.16,0
Brinjal,Laterite Soil,Flowering,8.09,32.38,45.05,2
Potato,Sandy Soil,Seedling Stage,4.0,15.0,89.0,0
Carrot,Loamy Soil,Seedling Stage,39.99,40.07,39.32,1
Wheat,Black Soil,Pollination,6.85,17.69,85.22,0
Potato,Laterite Soil,Flowering,36.11,19.79,79.12,0
Brinjal,Clay Soil,Seedling Stage,44.0,22.0,78.4,0
Carrot,Sandy Soil,Germination,99.0,39.0,34.0,0
Wheat,Black Soil,Seedling Stage,2.0,23.0,81.0,0
Cotton,Peaty Soil,Seedling Stage,35.91,30.44,78.33,2
Wheat,Black Soil,Germination,55.0,35.0,53.0,0
Tomato,Clay Soil,Seedling Stage,51.0,16.0,88.0,0
Cabbage,Silty Soil,Pollination,96.57,24.02,71.83,0
Cotton,Black Soil,Flowering,59.52,38.54,45.05,1
Potato,Black Soil,Germination,64.17,17.27,94.68,0
Cabbage,Loam Soil,Seedling Stage,19.0,29.0,69.4,1
Onion,Loam Soil,Pollination,42.0,24.0,84.8,1
Cotton,Black Soil,Germination,1.0,20.0,68.7,1
Maize,Black Soil,Flowering,61.0,37.0,39.7,2
Tomato,Silty Soil,Pollination,84.31,45.07,25.67,0
Rice,Loamy Soil,Seedling Stage,73.83,43.54,44.59,0
Carrot,Clay Soil,Pollination,72.0,34.0,51.0,0
Tomato,Laterite Soil,Flowering,23.27,25.38,81.29,1
Potato,Black Soil,Flowering,18.31,19.39,79.85,0
Carrot,Black Soil,Flowering,19.11,28.57,63.89,0
Onion,Loam Soil,Vegetative Growth / Root or Tuber Development,4.0,45.0,28.2,2
Onion,Clay Soil,Pollination,41.0,20.0,84.3,0
Chilli,Black Soil,Germination,85.0,35.0,50.0,0
Rice,Sandy Soil,Vegetative Growth / Root or Tuber Development,56.0,45.0,41.4,0
Carrot,Silty Soil,Pollination,16.09,22.68,82.85,0
Carrot,Sandy Soil,Flowering,17.0,20.0,84.0,0
Wheat,Red Soil,Maturation,71.0,37.0,47.6,2
Wheat,Alluvial Soil,Harvest,36.0,19.0,85.0,0
Cabbage,Sandy Soil,Flowering,59.0,17.0,92.4,0
Onion,Loam Soil,Seedling Stage,85.0,24.0,75.9,0
Cotton,Red Soil,Germination,32.0,40.0,47.4,2
Tomato,Laterite Soil,Seedling Stage,50.79,44.56,21.85,2
Maize,Sandy Soil,Pollination,47.0,20.0,95.0,1
Carrot,Loam Soil,Pollination,45.0,27.0,72.0,1
Rice,Sandy Soil,Pollination,61.0,32.0,73.6,0
Cabbage,Sandy Soil,Seedling Stage,76.0,15.0,92.0,0
Wheat,Black Soil,Flowering,100.0,27.31,68.91,0
Brinjal,Peaty Soil,Pollination,60.47,22.23,94.88,0
Rice,Clay Soil,Pollination,99.0,26.0,82.4,0
Wheat,Red Soil,Harvest,86.0,42.0,37.5,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,34.07,15.46,92.1,0
Potato,Loam Soil,Pollination,60.0,38.0,41.0,2
Potato,Silty Soil,Germination,81.81,30.54,65.53,2
Groundnut,Clay Soil,Vegetative Growth / Root or Tuber Development,48.0,25.0,86.4,0
Carrot,Peaty Soil,Vegetative Growth / Root or Tuber Development,26.52,17.47,85.95,0
Carrot,Peaty Soil,Seedling Stage,75.39,28.94,71.06,1
Carrot,Loam Soil,Seedling Stage,58.0,40.0,33.0,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,88.0,32.0,59.0,0
Potato,Black Soil,Pollination,79.78,27.6,71.46,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,13.0,33.0,60.0,1
Carrot,Peaty Soil,Germination,6.52,41.34,20.82,1
Brinjal,Red Soil,Vegetative Growth / Root or Tuber Development,80.0,27.0,75.2,0
Chilli,Sandy Soil,Seedling Stage,6.0,42.0,46.0,1
Wheat,Silty Soil,Vegetative Growth / Root or Tuber Development,65.45,33.93,61.6,2
Rice,Silty Soil,Seedling Stage,18.72,40.18,57.96,2
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,98.0,44.0,23.0,0
Onion,Silty Soil,Seedling Stage,65.86,15.03,100.0,0
Rice,Laterite Soil,Vegetative Growth / Root or Tuber Development,89.82,29.92,58.59,1
Tomato,Clay Soil,Germination,32.0,36.0,47.0,1
Rice,Loam Soil,Germination,58.0,42.0,37.1,1
Wheat,Sandy Soil,Seedling Stage,98.0,40.0,35.0,0
Tomato,Loam Soil,Seedling Stage,50.0,32.0,57.0,1
Brinjal,Loam Soil,Seedling Stage,20.0,43.0,31.5,2
Brinjal,Clay Soil,Vegetative Growth / Root or Tuber Development,55.0,37.0,54.6,1
Chilli,Black Soil,Germination,80.7,30.87,66.58,2
Cotton,Laterite Soil,Flowering,43.16,18.71,83.36,1
Maize,Black Soil,Seedling Stage,34.0,45.0,20.0,2
Tomato,Clay Soil,Germination,74.0,34.0,49.0,1
Chilli,Sandy Soil,Germination,72.0,30.0,70.0,2
Maize,Sandy Soil,Flowering,32.0,42.0,20.4,2
Tomato,Black Soil,Pollination,48.27,21.14,77.42,0
Brinjal,Loam Soil,Seedling Stage,35.0,41.0,40.4,2
Wheat,Alluvial Soil,Seedling Stage,46.0,46.0,17.0,2
Cotton,Sandy Soil,Flowering,54.0,45.0,20.0,2
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,56.0,40.0,35.0,1
Chilli,Chalky Soil,Seedling Stage,56.0,26.0,77.0,1
Cotton,Loamy Soil,Seedling Stage,56.71,32.6,42.45,1
Groundnut,Clay Soil,Seedling Stage,1.0,45.0,20.0,2
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,21.0,25.0,80.0,1
Cotton,Red Soil,Vegetative Growth / Root or Tuber Development,39.0,18.0,81.4,1
Cabbage,Black Soil,Vegetative Growth / Root or Tuber Development,78.66,42.19,21.5,1
Maize,Black Soil,Vegetative Growth / Root or Tuber Development,51.0,34.0,59.9,1
Wheat,Clay Soil,Seedling Stage,53.0,33.0,56.0,0
Tomato,Black Soil,Flowering,17.42,31.19,57.91,1
Carrot,Clay Soil,Seedling Stage,56.0,40.0,35.0,1
Maize,Laterite Soil,Flowering,16.32,40.03,49.43,2
Onion,Red Soil,Pollination,22.0,44.0,26.2,2
Maize,Laterite Soil,Pollination,27.56,16.39,96.28,2
Chilli,Sandy Soil,Germination,9.0,33.0,56.0,1
Carrot,Loam Soil,Pollination,86.0,30.0,65.0,0
Tomato,Clay Soil,Flowering,50.0,32.0,57.0,1
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,99.0,39.0,52.0,0
Chilli,Silty Soil,Flowering,21.79,21.08,86.71,0
Chilli,Sandy Soil,Flowering,49.0,43.0,26.0,1
Wheat,Silty Soil,Flowering,48.19,36.73,46.57,1
Chilli,Red Soil,Seedling Stage,74.0,44.0,23.0,2
Chilli,Red Soil,Seedling Stage,99.0,25.0,80.0,0
Potato,Silty Soil,Seedling Stage,16.51,17.25,89.62,0
Wheat,Sandy Soil,Harvest,24.0,19.0,85.0,0
Cabbage,Loam Soil,Vegetative Growth / Root or Tuber Development,33.0,23.0,77.8,1
Rice,Black Soil,Pollination,74.15,44.73,49.91,1
Groundnut,Sandy Soil,Seedling Stage,49.0,23.0,81.2,1
Potato,Sandy Soil,Germination,22.0,21.0,83.0,0
Tomato,Red Soil,Seedling Stage,35.0,37.0,42.0,1
Cotton,Chalky Soil,Flowering,62.0,22.0,76.0,1
Carrot,Sandy Soil,Flowering,1.0,24.0,80.0,0
Cotton,Silty Soil,Vegetative Growth / Root or Tuber Development,80.46,29.11,74.37,0
Onion,Laterite Soil,Flowering,53.49,43.8,20.32,2
Rice,Clay Soil,Flowering,18.0,35.0,65.3,1
Potato,Silty Soil,Seedling Stage,18.55,17.07,88.23,0
Wheat,Clay Soil,Harvest,64.0,28.0,72.5,2
Brinjal,Loamy Soil,Flowering,28.73,16.33,94.2,1
Wheat,Laterite Soil,Seedling Stage,5.0,29.42,65.9,1
Tomato,Silty Soil,Vegetative Growth / Root or Tuber Development,42.89,45.03,25.98,1
Wheat,Peaty Soil,Vegetative Growth / Root or Tuber Development,50.26,18.93,87.3,0
Potato,Loam Soil,Pollination,13.0,35.0,50.0,1
Potato,Black Soil,Germination,43.04,22.54,82.46,0
Tomato,Clay Soil,Germination,89.0,33.0,56.0,2
Wheat,Peaty Soil,Pollination,30.91,14.09,96.12,0
Chilli,Red Soil,Seedling Stage,83.0,31.0,63.8,0
Onion,Red Soil,Flowering,45.0,23.0,86.0,1
Cotton,Red Soil,Seedling Stage,47.0,18.0,85.3,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,28.0,14.0,90.0,0
Maize,Red Soil,Flowering,11.0,33.0,72.8,2
Chilli,Red Soil,Seedling Stage,24.0,38.0,41.0,1
Potato,Clay Soil,Pollination,79.0,29.0,68.0,0
Cotton,Sandy Soil,Seedling Stage,1.0,42.0,49.6,2
Tomato,Red Soil,Flowering,57.0,41.0,32.0,1
Carrot,Loamy Soil,Pollination,83.74,40.68,33.77,0
Maize,Red Soil,Harvest,16.0,22.0,91.7,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,19.0,39.0,34.0,1
Maize,Black Soil,Flowering,32.0,31.0,48.1,2
Chilli,Black Soil,Flowering,26.0,42.0,29.0,1
Potato,Loam Soil,Flowering,41.0,29.0,68.0,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,7.0,27.0,70.0,1
Cabbage,Peaty Soil,Vegetative Growth / Root or Tuber Development,71.03,15.52,91.7,0
Chilli,Laterite Soil,Vegetative Growth / Root or Tuber Development,42.24,17.41,83.95,1
Cabbage,Silty Soil,Vegetative Growth / Root or Tuber Development,100.0,20.7,94.51,0
Chilli,Red Soil,Flowering,17.0,13.0,91.0,0
Groundnut,Black Soil,Flowering,69.44,18.07,85.82,1
Cotton,Laterite Soil,Vegetative Growth / Root or Tuber Development,36.12,20.93,82.43,1
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,21.0,24.0,80.0,0
Rice,Sandy Soil,Vegetative Growth / Root or Tuber Development,49.0,21.0,95.0,0
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,96.65,29.92,63.43,0
Maize,Black Soil,Flowering,22.45,15.21,98.06,2
Potato,Laterite Soil,Flowering,5.0,44.94,14.11,1
Carrot,Loamy Soil,Seedling Stage,36.81,37.05,43.02,1
Maize,Black Soil,Flowering,23.0,45.0,27.9,2
Rice,Black Soil,Germination,93.93,18.62,94.62,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,41.0,45.0,20.0,1
Maize,Red Soil,Vegetative Growth / Root or Tuber Development,59.0,45.0,24.4,2
Chilli,Chalky Soil,Seedling Stage,14.0,28.0,71.0,1
Brinjal,Silty Soil,Flowering,24.9,24.56,58.88,2
Chilli,Red Soil,Flowering,55.0,24.0,80.0,0
Brinjal,Loamy Soil,Flowering,72.29,45.16,24.71,1
Chilli,Sandy Soil,Seedling Stage,68.0,23.0,81.0,0
Chilli,Chalky Soil,Flowering,9.0,21.0,83.0,0
Cabbage,Sandy Soil,Germination,90.0,39.0,26.7,1
Maize,Black Soil,Harvest,16.0,28.0,81.1,1
Maize,Alluvial Soil,Germination,25.0,41.0,41.0,2
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,9.0,21.0,83.0,0
Cotton,Chalky Soil,Seedling Stage,9.0,16.0,85.4,2
Tomato,Clay Soil,Flowering,19.0,13.0,91.0,0
Rice,Loam Soil,Seedling Stage,40.0,23.0,94.0,0
Onion,Red Soil,Pollination,29.0,17.0,84.1,2
Tomato,Red Soil,Germination,68.0,21.0,83.0,0
Wheat,Sandy Soil,Harvest,21.0,22.0,82.0,0
Cotton,Red Soil,Germination,53.0,35.0,61.3,1
Rice,Loam Soil,Pollination,36.0,45.0,45.0,1
Chilli,Loamy Soil,Seedling Stage,50.61,20.35,85.79,0
Tomato,Loam Soil,Pollination,49.0,16.0,88.0,0
Tomato,Peaty Soil,Pollination,35.31,21.22,85.04,0
Tomato,Clay Soil,Germination,30.0,24.0,80.0,0
Brinjal,Loam Soil,Germination,72.0,35.0,43.6,1
Tomato,Loam Soil,Germination,40.0,21.0,83.0,0
Brinjal,Peaty Soil,Vegetative Growth / Root or Tuber Development,12.64,24.73,78.85,1
Cabbage,Sandy Soil,Flowering,65.0,15.0,74.7,0
Brinjal,Clay Soil,Germination,34.0,37.0,46.9,2
Potato,Peaty Soil,Seedling Stage,73.81,25.99,75.21,0
Carrot,Clay Soil,Flowering,31.0,20.0,84.0,0
Groundnut,Black Soil,Pollination,84.75,38.3,59.27,0
Wheat,Loamy Soil,Flowering,94.94,34.24,48.19,1
Tomato,Red Soil,Seedling Stage,93.0,35.0,48.0,0
Maize,Sandy Soil,Seedling Stage,61.0,28.0,67.7,0
Chilli,Peaty Soil,Flowering,80.22,15.83,97.94,0
Onion,Loam Soil,Germination,36.0,37.0,35.7,2
Wheat,Sandy Soil,Pollination,10.0,21.0,83.0,0
Carrot,Silty Soil,Germination,18.4,40.78,37.91,1
Rice,Clay Soil,Vegetative Growth / Root or Tuber Development,61.0,31.0,84.4,0
Wheat,Black Soil,Maturation,89.0,31.0,62.0,0
Wheat,Red Soil,Harvest,50.0,16.0,88.0,0
Maize,Clay Soil,Vegetative Growth / Root or Tuber Development,37.0,27.0,80.0,0
Rice,Loamy Soil,Seedling Stage,97.64,44.03,19.15,1
Brinjal,Clay Soil,Seedling Stage,68.0,15.0,95.0,0
Cotton,Black Soil,Flowering,46.15,35.58,58.41,2
Rice,Clay Soil,Seedling Stage,19.0,34.0,62.2,1
Chilli,Chalky Soil,Vegetative Growth / Root or Tuber Development,59.0,41.0,36.8,1
Onion,Loamy Soil,Germination,63.94,28.17,78.13,0
Chilli,Loamy Soil,Flowering,55.98,20.11,88.4,0
Groundnut,Loamy Soil,Germination,71.86,18.43,92.27,0
Onion,Loam Soil,Germination,20.0,40.0,47.9,2
Brinjal,Black Soil,Germination,14.85,29.45,77.27,1
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,55.79,19.92,85.29,0
Cotton,Sandy Soil,Vegetative Growth / Root or Tuber Development,21.0,19.0,86.3,2
Cabbage,Silty Soil,Flowering,7.78,15.92,94.44,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,42.0,46.0,17.0,1
Rice,Loam Soil,Pollination,29.0,45.0,45.9,2
